sub_category,product_name,salt_composition,product_price,product_manufactured,medicine_desc,side_effects,drug_interactions
Oral Antidiabetics,Glycomet-GP 1 Tablet PR,Glimepiride (1mg) + Metformin (500mg),₹82.14,USV Ltd,"Glycomet-GP 1 Tablet PR belongs to a category of medicines known as anti-diabetic drugs. It is a combination of two medicines used to treat type 2 diabetes mellitus in adults. It helps control blood sugar levels in people with diabetes.Glycomet-GP 1 Tablet PR should be taken with food. Take it regularly at the same time each day to get the most benefit. Your doctor will decide what dose is best for you and this may change from time to time according to how it is working according to your blood sugar levels.Keep taking this medicine, even if you feel well or your blood sugar levels are controlled. If you stop it without consulting your doctor, your blood sugar levels could rise and put you at risk of kidney damage, blindness, nerve problems and loss of limbs. Remember that it is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor. Your lifestyle plays a big part in controlling diabetes.The most common side effect of Glycomet-GP 1 Tablet PR is low blood glucose levels (hypoglycemia). Make sure you recognize the signs of having low blood glucose levels, such as sweating, dizziness, headache, and shaking and know how to deal with it. To prevent this, it's important to have regular meals and always carry a fast-acting source of glucose such as sugary food or fruit juice with you. Drinking alcohol can also increase your risk of low blood sugar levels and should be avoided. Other side effects that may be seen on taking this medicine include taste changes, nausea, diarrhea, stomach pain, headache and upper respiratory tract infection. Some people may find that they put on weight with this medicine.You should not take it if you have type 1 diabetes mellitus, if you have diabetic ketoacidosis (high levels of acid in your blood), or if you have severe kidney or liver disease. Before taking this medicine, tell your doctor if you have ever had heart disease. It may not be suitable. Pregnant or breastfeeding women should also consult their doctor before taking it. Your blood sugar levels should be checked regularly and your doctor may also advise blood tests to monitor your blood cell counts and liver function.","Hypoglycemia (low blood glucose level),Taste change,Nausea,Diarrhea,Stomach pain,Headache,Upper respiratory tract infection","{""drug"": [], ""brand"": [], ""effect"": []}"
Oral Antidiabetics,Glycomet 500 SR Tablet,Metformin (500mg),₹36.36,USV Ltd,"Glycomet 500 SR Tablet is a medicine used to treat type 2 diabetes mellitus. It helps control blood sugar levels and thus prevent serious complications of diabetes. It is also used to treat menstruation related disorder known as Polycystic ovary syndrome (PCOS) in women.Glycomet 500 SR Tablet is best taken with food to avoid nausea and abdominal pain. You should take it regularly, at the same time each day, to get the most benefit. You should not stop taking this medicine unless your doctor recommends it. Your lifestyle plays a big part in controlling diabetes. Therefore, it is important to stay on the diet and exercise program recommended by your doctor while taking this medicine. The most common side effects of this medicine include nausea, vomiting, taste change, diarrhea, abdominal pain, and loss of appetite. Some people may develop hypoglycemia (low blood sugar level) when this medicine is taken along with other antidiabetic medicines, alcohol, or upon skipping a meal. Monitor your blood sugar levels regularly while taking it.Before taking this medicine, inform your doctor if you have any kidney, liver, or heart problems. Pregnant or breastfeeding women should also consult their doctor before taking it. Your doctor will check your kidney function tests before starting treatment with it. Avoid excessive alcohol intake while taking it as this may increase the risk of developing some side effects.","Nausea,Vomiting,Taste change,Diarrhea,Abdominal pain,Loss of appetite","{""drug"": [""Ketotifen"", ""Amiloride"", ""Beclometasone"", ""Betamethasone""], ""brand"": ["" Ketotag, Ketotide, Airyfen"", "" Amiur"", "" Becoride, Rhinase, Bevent"", "" Densol""], ""effect"": [""LIFE-THREATENING"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Oral Antidiabetics,Glycomet-GP 2 Tablet PR,Glimepiride (2mg) + Metformin (500mg),₹120.66,USV Ltd,"Glycomet-GP 2 Tablet PR belongs to a category of medicines known as anti-diabetic drugs. It is a combination of two medicines used to treat type 2 diabetes mellitus in adults. It helps control blood sugar levels in people with diabetes.Glycomet-GP 2 Tablet PR should be taken with food. Take it regularly at the same time each day to get the most benefit. Your doctor will decide what dose is best for you and this may change from time to time according to how it is working according to your blood sugar levels.Keep taking this medicine, even if you feel well or your blood sugar levels are controlled. If you stop it without consulting your doctor, your blood sugar levels could rise and put you at risk of kidney damage, blindness, nerve problems and loss of limbs. Remember that it is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor. Your lifestyle plays a big part in controlling diabetes.The most common side effect of Glycomet-GP 2 Tablet PR is low blood glucose levels (hypoglycemia). Make sure you recognize the signs of having low blood glucose levels, such as sweating, dizziness, headache, and shaking and know how to deal with it. To prevent this, it's important to have regular meals and always carry a fast-acting source of glucose such as sugary food or fruit juice with you. Drinking alcohol can also increase your risk of low blood sugar levels and should be avoided. Other side effects that may be seen on taking this medicine include taste changes, nausea, diarrhea, stomach pain, headache and upper respiratory tract infection. Some people may find that they put on weight with this medicine.You should not take it if you have type 1 diabetes mellitus, if you have diabetic ketoacidosis (high levels of acid in your blood), or if you have severe kidney or liver disease. Before taking this medicine, tell your doctor if you have ever had heart disease. It may not be suitable. Pregnant or breastfeeding women should also consult their doctor before taking it. Your blood sugar levels should be checked regularly and your doctor may also advise blood tests to monitor your blood cell counts and liver function.","Hypoglycemia (low blood glucose level),Taste change,Nausea,Diarrhea,Stomach pain,Headache,Upper respiratory tract infection","{""drug"": [], ""brand"": [], ""effect"": []}"
Oral Antidiabetics,Istamet 50mg/500mg Tablet,Sitagliptin  (50mg) +  Metformin (500mg),₹322.57,Sun Pharmaceutical Industries Ltd,"Istamet 50mg/500mg Tablet is a combination of two medicines that control high blood sugar levels in people with type 2 diabetes mellitus. This helps prevent serious complications of diabetes such as kidney damage and blindness and may reduce your chance of having a heart attack or stroke.Istamet 50mg/500mg Tablet can be prescribed alone or together with other diabetes medications. All diabetes medicines work best when used along with a healthy diet and regular exercise. The dose you are given will depend on your condition, blood sugar levels, and what other medicines you are taking. Taking it with meals helps to reduce the chances of developing an upset stomach.You should take it regularly, at the same time each day, to get the most benefit and you should not stop unless your doctor recommends it. It is controlling your blood sugar levels and helping to prevent serious complications in the future. It is important to stay on the diet and exercise program recommended by your doctor while taking this medicine. Your lifestyle plays a big part in controlling diabetes.The most common side effects of taking Istamet 50mg/500mg Tablet include diarrhea, nausea, vomiting, upset stomach, headache, and sore throat. Low blood sugar level (hypoglycemia) is a possible side effect if you are also taking other diabetes medicines like insulin or sulfonylurea, so you need to know how to recognize and deal with it.This medicine is not suitable for everyone. Before taking it, you should let your doctor know if you have ever had kidney, liver or heart disease, problems with your pancreas, or if you drink a lot of alcohol. Pregnant or breastfeeding women should also consult their doctor before taking this medicine. Some other medicines can affect this one so tell your doctor about all the medicines you are taking to make sure you are safe. You should try to avoid drinking alcohol as it lowers blood glucose. Your doctor will check your kidney function and blood sugar levels before and during treatment.","Diarrhea,Nausea,Vomiting,Upset stomach,Headache,Nasal congestion (stuffy nose),Sore throat,Respiratory tract infection,Hypoglycaemia (low blood sugar level) in combination with insulin or sulphonylurea","{""drug"": [], ""brand"": [], ""effect"": []}"
Oral Antidiabetics,Gemer 1 Tablet PR,Glimepiride (1mg) + Metformin (500mg),₹65.66,Sun Pharmaceutical Industries Ltd,"Gemer 1 Tablet PR belongs to a category of medicines known as anti-diabetic drugs. It is a combination of two medicines used to treat type 2 diabetes mellitus in adults. It helps control blood sugar levels in people with diabetes.Gemer 1 Tablet PR should be taken with food. Take it regularly at the same time each day to get the most benefit. Your doctor will decide what dose is best for you and this may change from time to time according to how it is working according to your blood sugar levels.Keep taking this medicine, even if you feel well or your blood sugar levels are controlled. If you stop it without consulting your doctor, your blood sugar levels could rise and put you at risk of kidney damage, blindness, nerve problems and loss of limbs. Remember that it is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor. Your lifestyle plays a big part in controlling diabetes.The most common side effect of Gemer 1 Tablet PR is low blood glucose levels (hypoglycemia). Make sure you recognize the signs of having low blood glucose levels, such as sweating, dizziness, headache, and shaking and know how to deal with it. To prevent this, it's important to have regular meals and always carry a fast-acting source of glucose such as sugary food or fruit juice with you. Drinking alcohol can also increase your risk of low blood sugar levels and should be avoided. Other side effects that may be seen on taking this medicine include taste changes, nausea, diarrhea, stomach pain, headache and upper respiratory tract infection. Some people may find that they put on weight with this medicine.You should not take it if you have type 1 diabetes mellitus, if you have diabetic ketoacidosis (high levels of acid in your blood), or if you have severe kidney or liver disease. Before taking this medicine, tell your doctor if you have ever had heart disease. It may not be suitable. Pregnant or breastfeeding women should also consult their doctor before taking it. Your blood sugar levels should be checked regularly and your doctor may also advise blood tests to monitor your blood cell counts and liver function.","Hypoglycemia (low blood glucose level),Taste change,Nausea,Diarrhea,Stomach pain,Headache,Upper respiratory tract infection","{""drug"": [], ""brand"": [], ""effect"": []}"
Oral Antidiabetics,Oxra 10mg Tablet,Dapagliflozin (10mg),₹682.47,Sun Pharmaceutical Industries Ltd,"Oxra 10mg Tablet is used alone or in combination with other medicines to treat type 2 diabetes mellitus. It helps control the high blood sugar levels seen in diabetes. This reduces the chances of serious complications of diabetes and also helps prevent heart disease.Oxra 10mg Tablet can be taken with or without food at any time of day but you should try to take it at the same time every day. The dose will be decided by your doctor. Do not stop taking it without asking your doctor. If you do, your blood sugar levels may increase and put you at risk of serious complications like kidney damage and blindness. This medicine is only part of a treatment program that should include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effects of this medicine include fungal infection of vagina, nasopharyngitis (inflammation of the throat and nasal passages), and urinary tract infections. It may cause the body to lose too much water. Drink plenty of fluids to prevent dehydration. Maintaining good hygiene can help prevent development of fungal infections in the genital area.Before taking this medicine, inform your doctor if you have any kidney or liver problems or a urinary tract infection or if you are on water pills (diuretics). Pregnant or breastfeeding women should also consult their doctor before taking it. Avoid excessive alcohol intake while taking it as this may increase the risk of developing some side effects. Monitor your blood sugar levels regularly while taking this medicine.","Fungal infection of vagina,Nasopharyngitis (inflammation of the throat and nasal passages),Urinary tract infection","{""drug"": [""Amiloride"", ""Beclometasone"", ""Betamethasone"", ""Chlorthalidone""], ""brand"": ["" Amiur"", "" Becoride, Rhinase, Bevent"", "" Densol, Catrisol, Betaforte"", "" Chlornol""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Oral Antidiabetics,Glyciphage SR 500mg Tablet,Metformin (500mg),₹18.02,Franco-Indian Pharmaceuticals Pvt Ltd,"Glyciphage SR 500mg Tablet is a medicine used to treat type 2 diabetes mellitus. It helps control blood sugar levels and thus prevent serious complications of diabetes. It is also used to treat menstruation related disorder known as Polycystic ovary syndrome (PCOS) in women.Glyciphage SR 500mg Tablet is best taken with food to avoid nausea and abdominal pain. You should take it regularly, at the same time each day, to get the most benefit. You should not stop taking this medicine unless your doctor recommends it. Your lifestyle plays a big part in controlling diabetes. Therefore, it is important to stay on the diet and exercise program recommended by your doctor while taking this medicine. The most common side effects of this medicine include nausea, vomiting, taste change, diarrhea, abdominal pain, and loss of appetite. Some people may develop hypoglycemia (low blood sugar level) when this medicine is taken along with other antidiabetic medicines, alcohol, or upon skipping a meal. Monitor your blood sugar levels regularly while taking it.Before taking this medicine, inform your doctor if you have any kidney, liver, or heart problems. Pregnant or breastfeeding women should also consult their doctor before taking it. Your doctor will check your kidney function tests before starting treatment with it. Avoid excessive alcohol intake while taking it as this may increase the risk of developing some side effects.","Nausea,Vomiting,Taste change,Diarrhea,Abdominal pain,Loss of appetite","{""drug"": [""Ketotifen"", ""Amiloride"", ""Beclometasone"", ""Betamethasone""], ""brand"": ["" Ketotag, Ketotide, Airyfen"", "" Amiur"", "" Becoride, Rhinase, Bevent"", "" Densol""], ""effect"": [""LIFE-THREATENING"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Oral Antidiabetics,Remo Tablet,Remogliflozin Etabonate (100mg),₹111.35,Glenmark Pharmaceuticals Ltd,"Remo Tablet is used by itself or in combination with other medicines to treat type 2 diabetes mellitus. It helps control the high blood sugar levels seen in diabetes. This reduces the chances of serious complications of diabetes and also helps prevent heart disease.Remo Tablet can be taken with or without food at any time of day but you should try to take it at the same time every day. The dose will be decided by your doctor. Do not stop taking it without asking your doctor. If you do, your blood sugar levels may increase and put you at risk of serious complications like kidney damage and blindness. This medicine is only part of a treatment program that should include a healthy diet, regular exercise, and weight reduction as advised by your doctor.The most common side effects of this medicine include nausea, frequent urge to urinate, increased thirst, urinary tract infections, and hypoglycemia (low blood sugar levels). Drinking plenty of fluids while using it will help prevent dehydration. Some people may develop fungal infections in the genital area. Maintaining good hygiene can help prevent this.Before taking this medicine, inform your doctor if you have any kidney or liver problems or a urinary tract infection or if you are on water pills (diuretics). Pregnant or breastfeeding women should also consult their doctor before taking it. Avoid excessive alcohol intake while taking it as this may increase the risk of developing some side effects. Monitor your blood sugar levels regularly while taking this medicine.","Nausea,Frequent urge to urinate,Increased thirst,Urinary tract infection,Hypoglycaemia (low blood sugar level) in combination with insulin or sulphonylurea,Genital fungal infection","{""drug"": [], ""brand"": [], ""effect"": []}"
Oral Antidiabetics,Trajenta 5mg Tablet,Linagliptin (5mg),₹416.5,Boehringer Ingelheim,"Trajenta 5mg Tablet is a medicine used to treat type 2 diabetes mellitus. It is used together with a healthy diet and regular exercise to control blood sugar levels. This helps to prevent serious complications of diabetes like kidney damage and blindness.Trajenta 5mg Tablet is normally prescribed when diet and exercise alone or other medicines do not prove sufficient to control your blood sugar level. Your doctor may prescribe it alone or in combination with other diabetes medicines. It can be taken with or without food. The dose will depend on your condition and blood sugar levels. Use it strictly as advised by your doctor. Do not stop taking the medicine unless your doctor recommends it. It is important to stay on the diet and exercise program recommended by your doctor while taking this medicine. Your lifestyle plays a big part in controlling diabetes.The most common side effect of this medicine is hypoglycemia. It is important to recognize the symptoms of hypoglycemia (such as lightheadedness, sweating, dizziness, fainting, and dry mouth) and know how to deal with it. You can carry sugar or glucose candy and have them to control your symptoms if you experience any. It may also cause nasopharyngitis in some people. Contact your doctor if any of these side effects do not go away or worry you.Before taking this medicine, let your doctor know if you have ever had kidney disease, heart disease, or pancreas problems. Some other medicines you are taking may interfere with this medicine's working. So, make sure your doctor knows about all the other medicines you are using.Pregnant or breastfeeding women should also consult their doctor before taking it. Limit your alcohol intake while taking this medicine because it can increase your risk of developing low blood sugar levels. You may need regular tests such as kidney function and blood glucose levels to check that the medicine is working properly.","Hypoglycemia (low blood glucose level),Nasopharyngitis (inflammation of the throat and nasal passages)","{""drug"": [""Amiloride"", ""Beclometasone"", ""Betamethasone"", ""Chlorthalidone""], ""brand"": ["" Amiur"", "" Becoride, Rhinase, Bevent"", "" Densol, Catrisol, Betaforte"", "" Chlornol""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Oral Antidiabetics,Galvus Met 50mg/500mg Tablet,Metformin  (500mg) +  Vildagliptin (50mg),₹255,Novartis India Ltd,"Galvus Met 50mg/500mg Tablet is a combination of two medicines that control high blood sugar levels in people with type 2 diabetes mellitus. This helps prevent serious complications of diabetes such as kidney damage and blindness and may reduce your chance of having a heart attack or stroke.Galvus Met 50mg/500mg Tablet can be prescribed alone or together with other diabetes medications. All diabetes medicines work best when used along with a healthy diet and regular exercise. The dose you are given will depend on your condition, blood sugar levels, and what other medicines you are taking. Taking it with meals helps to reduce the chances of developing an upset stomach.You should take it regularly, at the same time each day, to get the most benefit and you should not stop unless your doctor recommends it. It is controlling your blood sugar levels and helping to prevent serious complications in the future. It is important to stay on the diet and exercise program recommended by your doctor while taking this medicine. Your lifestyle plays a big part in controlling diabetes.The most common side effects of taking this medicine include diarrhea, nausea, vomiting, upset stomach, headache, and sore throat. Low blood sugar level (hypoglycemia) is a possible side effect if you are also taking other diabetes medicines like insulin or sulphonylurea, so you need to know how to recognize and deal with it.This medicine is not suitable for everyone. Before taking it, you should let your doctor know if you have ever had kidney, liver or heart disease, problems with your pancreas, or if you drink a lot of alcohol. Pregnant or breastfeeding women should also consult their doctor before taking this medicine. Some other medicines can affect this one so tell your doctor about all the medicines you are taking to make sure you are safe. You should try to avoid drinking alcohol as it lowers blood glucose. Your doctor will check your kidney function and blood sugar levels before and during treatment.","Nausea,Vomiting,Diarrhea,Stomach pain,Loss of appetite,Dizziness,Headache,Trembling,Metallic taste,Hypoglycemia (low blood glucose level)","{""drug"": [], ""brand"": [], ""effect"": []}"
Oral Antidiabetics,Jardiance 25mg Tablet,Empagliflozin (25mg),₹528.7,Boehringer Ingelheim,"Jardiance 25mg Tablet is used alone or in combination with other medicines to treat type 2 diabetes mellitus. It helps control the high blood sugar levels seen in diabetes. This reduces the chances of serious complications of diabetes and also helps prevent heart disease.Jardiance 25mg Tablet can be taken with or without food at any time of day but you should try to take it at the same time every day. The dose will be decided by your doctor. Do not stop taking it without asking your doctor. If you do, your blood sugar levels may increase and put you at risk of serious complications like kidney damage and blindness. This medicine is only part of a treatment program that should include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effects of this medicine include nausea, frequent urge to urinate, increased thirst, urinary tract infections, and hypoglycemia (low blood sugar levels). It may cause the body to lose too much water. Hence, drink plenty of fluids to stay hydrated and to overcome the medicine side effects. Some people may develop fungal infections in the genital area. Maintaining good hygiene can help prevent this.Before taking this medicine, inform your doctor if you have any kidney or liver problems or a urinary tract infection or if you are on water pills (diuretics). Pregnant or breastfeeding women should also consult their doctor before taking it. Avoid excessive alcohol intake while taking it as this may increase the risk of developing some side effects. Monitor your blood sugar levels regularly while taking this medicine.","Nausea,Frequent urge to urinate,Increased thirst,Urinary tract infection,Hypoglycemia (low blood glucose level)","{""drug"": [""Amiloride"", ""Beclometasone"", ""Betamethasone"", ""Chlorthalidone""], ""brand"": ["" Amiur"", "" Becoride, Rhinase, Bevent"", "" Densol, Catrisol, Betaforte"", "" Chlornol""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
